id,city,country,month,name,series,state,year,date,cun,location_type,location_path,latitude,longitude
aachen_icon,Aachen,Germany,January,Aachen,icon,,2009,2009-01-01,Aachen,city,"Aachen, Germany",50.776351,6.083862
aarhus_icon,Aarhus,Denmark,January,Aarhus,icon,,2014,2014-01-01,Arhus,city,"Aarhus, Denmark",56.14962779999999,10.2134046
aberdeen_yah,Aberdeen,United Kingdom,August,Aberdeen,yah,Scotland,2017,2017-08-01,Aberdeen,city,"Aberdeen, Scotland, United Kingdom",57.1482429,-2.0928095
abu_dhabi_icon,Abu Dhabi,United Arab Emirates,January,Abu Dhabi,icon,,2011,2011-01-01,Abu Dhabi,city,"Abu Dhabi, United Arab Emirates",23.99764435,53.6439097569213
acapulco_bts,Acapulco,Mexico,August,Acapulco,bts,Guerrero,2018,2018-08-01,Acapulco de Juarez,city,"Acapulco, Guerrero, Mexico",16.868049499999998,-99.8940182
acapulco_icon,Acapulco,Mexico,January,Acapulco,icon,Guerrero,2010,2010-01-01,Acapulco de Juarez,city,"Acapulco, Guerrero, Mexico",16.868049499999998,-99.8940182
adana_yah,Adana,Turkey,October,Adana,yah,,2017,2017-10-01,Adana,city,"Adana, Turkey",36.9936175,35.3258349
alabama_bto,,United States,September,Alabama,bto,Alabama,2018,2018-09-01,,state,"Alabama, United States",33.258881699999996,-86.8295337
alabama_bts,,United States,March,Alabama,bts,Alabama,2018,2018-03-01,,state,"Alabama, United States",33.258881699999996,-86.8295337
alabama_yah,,United States,July,Alabama,yah,Alabama,2014,2014-07-01,,state,"Alabama, United States",33.258881699999996,-86.8295337
alaska_bto,,United States,August,Alaska,bto,Alaska,2018,2018-08-01,,state,"Alaska, United States",64.44596130000001,-149.680909
alaska_bts,,United States,March,Alaska,bts,Alaska,2018,2018-03-01,,state,"Alaska, United States",64.44596130000001,-149.680909
alaska_icon,,United States,January,Alaska,icon,Alaska,2009,2009-01-01,,state,"Alaska, United States",64.44596130000001,-149.680909
alaska_yah,,United States,April,Alaska,yah,Alaska,2013,2013-04-01,,state,"Alaska, United States",64.44596130000001,-149.680909
alaska_yaho,,United States,August,Alaska,yaho,Alaska,2016,2016-08-01,,state,"Alaska, United States",64.44596130000001,-149.680909
alberta_bts,,Canada,May,Alberta,bts,Alberta,2018,2018-05-01,,state,"Alberta, Canada",55.001251,-115.00213600000001
alicante_icon,Alicante,Spain,January,Alicante,icon,,2013,2013-01-01,Alicante,city,"Alicante, Spain",38.353738,-0.49018459999999997
amsterdam_icon,Amsterdam,Netherlands,January,Amsterdam,icon,,2009,2009-01-01,Amsterdam,city,"Amsterdam, Netherlands",52.3745403,4.89797550561798
amsterdam_icon_2,Amsterdam,Netherlands,January,Amsterdam v.2,icon,,2015,2015-01-01,Amsterdam,city,"Amsterdam, Netherlands",52.3745403,4.89797550561798
amsterdam_rlf,Amsterdam,Netherlands,November,Amsterdam,rlf,,2011,2011-11-01,Amsterdam,city,"Amsterdam, Netherlands",52.3745403,4.89797550561798
amsterdam_rlf_2,Amsterdam,Netherlands,November,Amsterdam Gold,rlf,,2014,2014-11-01,Amsterdam,city,"Amsterdam, Netherlands",52.3745403,4.89797550561798
amsterdam_rlf_3,Amsterdam,Netherlands,November,Amsterdam Green,rlf,,2015,2015-11-01,Amsterdam,city,"Amsterdam, Netherlands",52.3745403,4.89797550561798
amsterdam_yah,Amsterdam,Netherlands,November,Amsterdam,yah,,2013,2013-11-01,Amsterdam,city,"Amsterdam, Netherlands",52.3745403,4.89797550561798
amsterdam_yahx,Amsterdam,Netherlands,October,Amsterdam,yahx,,2017,2017-10-01,Amsterdam,city,"Amsterdam, Netherlands",52.3745403,4.89797550561798
andorra_yah,,Andorra,September,Andorra,yah,,2019,2019-09-01,,country,Andorra,42.540716700000004,1.5732033
ankara_icon,Ankara,Turkey,January,Ankara,icon,,2009,2009-01-01,Ankara,city,"Ankara, Turkey",39.9207774,32.854067
ankara_yah,Ankara,Turkey,September,Ankara,yah,,2017,2017-09-01,Ankara,city,"Ankara, Turkey",39.9207774,32.854067
antalya_icon,Antalya,Turkey,January,Antalya,icon,,2013,2013-01-01,Antalya,city,"Antalya, Turkey",36.9009641,30.6954846
antalya_yah,Antalya,Turkey,October,Antalya,yah,,2017,2017-10-01,Antalya,city,"Antalya, Turkey",36.9009641,30.6954846
antigua_icon,Antigua,Guatemala,January,Antigua,icon,,2017,2017-01-01,Antigua Guatemala,city,"Antigua, Guatemala",14.5589875,-90.73332579999999
antwerp_icon,Antwerp,Belgium,January,Antwerp,icon,,2010,2010-01-01,Antwerpen,city,"Antwerp, Belgium",51.2211097,4.3997081
arequipa_icon,Arequipa,Peru,January,Arequipa,icon,,2013,2013-01-01,Arequipa,city,"Arequipa, Peru",-16.3988667,-71.53696070000001
argentina_bts,,Argentina,August,Argentina,bts,,2018,2018-08-01,,country,Argentina,-34.9964963,-64.9672817
argentina_icon,,Argentina,January,Argentina,icon,,2010,2010-01-01,,country,Argentina,-34.9964963,-64.9672817
arizona_bto,,United States,August,Arizona v.1,bto,Arizona,2018,2018-08-01,,state,"Arizona, United States",34.395342,-111.76327549999999
arizona_bto_2,,United States,December,Arizona v.2,bto,Arizona v.2,2018,2018-12-01,,state,"Arizona v.2, United States",33.7137821,-117.7935252
arizona_bts,,United States,March,Arizona v.1,bts,Arizona,2018,2018-03-01,,state,"Arizona, United States",34.395342,-111.76327549999999
arizona_bts_2,,United States,December,Arizona v.2,bts,Arizona,2018,2018-12-01,,state,"Arizona, United States",34.395342,-111.76327549999999
arizona_btx,,United States,November,Arizona,btx,Arizona,2018,2018-11-01,,state,"Arizona, United States",34.395342,-111.76327549999999
arizona_icon,,United States,January,Arizona,icon,Arizona,2009,2009-01-01,,state,"Arizona, United States",34.395342,-111.76327549999999
arizona_yah,,United States,April,Arizona,yah,Arizona,2013,2013-04-01,,state,"Arizona, United States",34.395342,-111.76327549999999
arizona_yaho,,United States,August,Arizona,yaho,Arizona,2016,2016-08-01,,state,"Arizona, United States",34.395342,-111.76327549999999
arkansas_bto,,United States,September,Arkansas,bto,Arkansas,2018,2018-09-01,,state,"Arkansas, United States",35.2048883,-92.4479108
arkansas_bts,,United States,March,Arkansas,bts,Arkansas,2018,2018-03-01,,state,"Arkansas, United States",35.2048883,-92.4479108
arnhem_icon,Arnhem,Netherlands,January,Arnhem,icon,,2013,2013-01-01,Arnhem,city,"Arnhem, Netherlands",52.005664200000005,5.87623450776413
aruba_icon,,Aruba,January,Aruba,icon,,2010,2010-01-01,,country,Aruba,12.4902998,-69.96098420000001
aspen_yah,Aspen,United States,March,Aspen,yah,Colorado,2014,2014-03-01,Aspen,city,"Aspen, Colorado, United States",39.1911128,-106.8235606
astana_yah,Astana,Kazakhstan,February,Astana,yah,,2017,2017-02-01,Astana,city,"Astana, Kazakhstan",51.15092055,71.4388595154859
athens_icon,Athens,Greece,January,Athens,icon,,2009,2009-01-01,Athens,city,"Athens, Greece",37.9841493,23.7279843
athens_yah,Athens,Greece,June,Athens,yah,,2016,2016-06-01,Athens,city,"Athens, Greece",37.9841493,23.7279843
atlanta_bto,Atlanta,United States,August,Atlanta,bto,Georgia,2018,2018-08-01,Atlanta,city,"Atlanta, Georgia, United States",33.749098700000005,-84.39018490000001
atlanta_btr1,Atlanta,United States,April,Atlanta v.1,bts,Georgia,2018,2018-04-01,Atlanta,city,"Atlanta, Georgia, United States",33.749098700000005,-84.39018490000001
atlanta_bts,Atlanta,United States,July,Atlanta v.2,bts,Georgia,2018,2018-07-01,Atlanta,city,"Atlanta, Georgia, United States",33.749098700000005,-84.39018490000001
atlanta_btx,Atlanta,United States,October,Atlanta,btx,Georgia,2018,2018-10-01,Atlanta,city,"Atlanta, Georgia, United States",33.749098700000005,-84.39018490000001
atlanta_icon,Atlanta,United States,January,Atlanta,icon,Georgia,2009,2009-01-01,Atlanta,city,"Atlanta, Georgia, United States",33.749098700000005,-84.39018490000001
atlanta_yah,Atlanta,United States,April,Atlanta,yah,Georgia,2013,2013-04-01,Atlanta,city,"Atlanta, Georgia, United States",33.749098700000005,-84.39018490000001
atlanta_yaho,Atlanta,United States,August,Atlanta,yaho,Georgia,2016,2016-08-01,Atlanta,city,"Atlanta, Georgia, United States",33.749098700000005,-84.39018490000001
atlantic_canada_bts,,Canada,May,Atlantic Canada,bts,,2018,2018-05-01,,country,Canada,61.0666922,-107.9917071
auckland_icon,Auckland,New Zealand,January,Auckland,icon,,2008,2008-01-01,Auckland,city,"Auckland, New Zealand",-36.852095,174.76318030000002
auckland_rlf,Auckland,New Zealand,November,Auckland,rlf,,2013,2013-11-01,Auckland,city,"Auckland, New Zealand",-36.852095,174.76318030000002
austin_bts,Austin,United States,April,Austin,bts,Texas,2018,2018-04-01,Austin,city,"Austin, Texas, United States",30.2711286,-97.7436995
austin_icon,Austin,United States,January,Austin,icon,Texas,2009,2009-01-01,Austin,city,"Austin, Texas, United States",30.2711286,-97.7436995
austin_yah,Austin,United States,March,Austin,yah,Texas,2013,2013-03-01,Austin,city,"Austin, Texas, United States",30.2711286,-97.7436995
australia_icon,,Australia,January,Australia,icon,,2008,2008-01-01,,country,Australia,-24.7761086,134.755
australia_rlf,,Australia,January,Australia,rlf,,2015,2015-01-01,,country,Australia,-24.7761086,134.755
australia_rlf_2,,Australia,November,Australia Green,rlf,,2016,2016-11-01,,country,Australia,-24.7761086,134.755
australia_rlf_3,,Australia,November,Australia Red,rlf,,2018,2018-11-01,,country,Australia,-24.7761086,134.755
australia_yah,,Australia,October,Australia,yah,,2016,2016-10-01,,country,Australia,-24.7761086,134.755
australia_yahx,,Australia,October,Australia,yahx,,2017,2017-10-01,,country,Australia,-24.7761086,134.755
austria_icon,,Austria,January,Austria,icon,,2009,2009-01-01,,country,Austria,47.2000338,13.199959
austria_yah,,Austria,November,Austria,yah,,2017,2017-11-01,,country,Austria,47.2000338,13.199959
austria_yaho,,Austria,April,Austria,yaho,,2019,2019-04-01,,country,Austria,47.2000338,13.199959
austria_yahox,,Austria,November,Austria,yahox,,2018,2018-11-01,,country,Austria,47.2000338,13.199959
austria_yahx,,Austria,November,Austria,yahx,,2018,2018-11-01,,country,Austria,47.2000338,13.199959
ba_na_hills_yah,Ba Na Hills,Vietnam,April,Ba Na Hills,yah,,2019,2019-04-01,Ba Na Hills,city,"Ba Na Hills, Vietnam",16.0092775,107.98102790000002
ba_na_hills_yaho,Ba Na Hills,Vietnam,April,Ba Na Hills,yaho,,2019,2019-04-01,Ba Na Hills,city,"Ba Na Hills, Vietnam",16.0092775,107.98102790000002
bacolod_icon,Bacolod,Philippines,January,Bacolod,icon,,2009,2009-01-01,Bacolod City,city,"Bacolod, Philippines",10.6762836,122.95137859999998
bacolod_yah,Bacolod,Philippines,April,Bacolod,yah,,2017,2017-04-01,Bacolod City,city,"Bacolod, Philippines",10.6762836,122.95137859999998
baguio_icon,Baguio,Philippines,January,Baguio,icon,,2008,2008-01-01,Baguio,city,"Baguio, Philippines",16.412007,120.5933937
baguio_icon_2,Baguio,Philippines,January,Baguio v.2,icon,,2016,2016-01-01,Baguio,city,"Baguio, Philippines",16.412007,120.5933937
baguio_yah,Baguio,Philippines,February,Baguio,yah,,2017,2017-02-01,Baguio,city,"Baguio, Philippines",16.412007,120.5933937
bahamas_bts,,Bahamas,December,Bahamas,bts,,2018,2018-12-01,,country,Bahamas,24.7736546,-78.0000547
bahamas_icon,,Bahamas,January,Bahamas,icon,,2011,2011-01-01,,country,Bahamas,24.7736546,-78.0000547
bahrain_icon,,Bahrain,January,Bahrain,icon,,2009,2009-01-01,,country,Bahrain,26.155124899999997,50.5344606
bahrain_icon_2,,Bahrain,January,Bahrain v.2,icon,,2012,2012-01-01,,country,Bahrain,26.155124899999997,50.5344606
bahrain_yah,,Bahrain,August,Bahrain,yah,,2018,2018-08-01,,country,Bahrain,26.155124899999997,50.5344606
baku_icon,Baku,Azerbaijan,January,Baku,icon,,2015,2015-01-01,Baku,city,"Baku, Azerbaijan",40.3754434,49.8326748
balearic_islands_yah,,Spain,May,Balearic Islands,yah,,2019,2019-05-01,,country,Spain,39.3262345,-4.838064900000001
bali_icon,Bali,Indonesia,January,Bali,icon,,2008,2008-01-01,Bali,city,"Bali, Indonesia",-8.4560181,115.270385511912
banff_bts,Banff,Canada,May,Banff,bts,Alberta,2018,2018-05-01,Banff,city,"Banff, Alberta, Canada",51.177778100000005,-115.5682504
banff_icon,Banff,Canada,January,Banff,icon,Alberta,2009,2009-01-01,Banff,city,"Banff, Alberta, Canada",51.177778100000005,-115.5682504
banff_yah,Banff,Canada,April,Banff,yah,Alberta,2013,2013-04-01,Banff,city,"Banff, Alberta, Canada",51.177778100000005,-115.5682504
bangkok_icon,Bangkok,Thailand,January,Bangkok,icon,,2009,2009-01-01,Bangkok,city,"Bangkok, Thailand",13.7538929,100.8160803
bangkok_rlf,Bangkok,Thailand,November,Bangkok,rlf,,2014,2014-11-01,Bangkok,city,"Bangkok, Thailand",13.7538929,100.8160803
bangkok_rlf_2,Bangkok,Thailand,November,Bangkok Green,rlf,,2015,2015-11-01,Bangkok,city,"Bangkok, Thailand",13.7538929,100.8160803
bangkok_rlf_3,Bangkok,Thailand,November,Bangkok Silver,rlf,,2016,2016-11-01,Bangkok,city,"Bangkok, Thailand",13.7538929,100.8160803
bangkok_rlf_4,Bangkok,Thailand,November,Bangkok Blue,rlf,,2017,2017-11-01,Bangkok,city,"Bangkok, Thailand",13.7538929,100.8160803
baotou_icon,Baotou,China,January,Baotou,icon,,2014,2014-01-01,Baotou,city,"Baotou, China",40.654915700000004,109.83445859999999
baotou_yah,Baotou,China,January,Baotou,yah,,2019,2019-01-01,Baotou,city,"Baotou, China",40.654915700000004,109.83445859999999
barcelona_icon,Barcelona,Spain,January,Barcelona,icon,,2008,2008-01-01,Barcelona,city,"Barcelona, Spain",41.3828939,2.1774322
barcelona_yah,Barcelona,Spain,August,Barcelona,yah,,2016,2016-08-01,Barcelona,city,"Barcelona, Spain",41.3828939,2.1774322
basel_icon,Basel,Switzerland,January,Basel,icon,,2009,2009-01-01,Basel,city,"Basel, Switzerland",47.55810770000001,7.5878261
batangas_icon,Batangas,Philippines,January,Batangas,icon,,2011,2011-01-01,Batangas,city,"Batangas, Philippines",13.916453,121.08648840000001
batangas_yah,Batangas,Philippines,April,Batangas,yah,,2017,2017-04-01,Batangas,city,"Batangas, Philippines",13.916453,121.08648840000001
beijing_icon,Beijing,China,January,Beijing,icon,,2008,2008-01-01,Beijing,city,"Beijing, China",40.190632,116.412144
beijing_rlf,Beijing,China,January,Beijing Blue,rlf,,2012,2012-01-01,Beijing,city,"Beijing, China",40.190632,116.412144
beijing_rlf_2,Beijing,China,November,Beijing Gold,rlf,,2014,2014-11-01,Beijing,city,"Beijing, China",40.190632,116.412144
beijing_rlf_3,Beijing,China,November,Beijing Green,rlf,,2015,2015-11-01,Beijing,city,"Beijing, China",40.190632,116.412144
beijing_rlf_4,Beijing,China,November,Beijing Silver,rlf,,2016,2016-11-01,Beijing,city,"Beijing, China",40.190632,116.412144
beijing_yah,Beijing,China,September,Beijing,yah,,2017,2017-09-01,Beijing,city,"Beijing, China",40.190632,116.412144
belfast_icon,Belfast,United Kingdom,January,Belfast,icon,Northern Ireland,2009,2009-01-01,Belfast,city,"Belfast, Northern Ireland, United Kingdom",54.5964411,-5.9302760999999995
belgium_icon,,Belgium,January,Belgium,icon,,2010,2010-01-01,,country,Belgium,50.6402809,4.666714499999999
belgium_yah,,Belgium,September,Belgium,yah,,2018,2018-09-01,,country,Belgium,50.6402809,4.666714499999999
belgium_yaho,,Belgium,May,Belgium,yaho,,2019,2019-05-01,,country,Belgium,50.6402809,4.666714499999999
belgium_yahox,,Belgium,November,Belgium,yahox,,2018,2018-11-01,,country,Belgium,50.6402809,4.666714499999999
belgium_yahx,,Belgium,November,Belgium,yahx,,2018,2018-11-01,,country,Belgium,50.6402809,4.666714499999999
bengbu_yah,Bengbu,China,September,Bengbu,yah,,2019,2019-09-01,Bengbu,city,"Bengbu, China",32.9176422,117.38256729999999
bergen_icon,Bergen,Norway,January,Bergen,icon,,2014,2014-01-01,Bergen,city,"Bergen, Norway",60.39430550000001,5.3259192
bergen_yah,Bergen,Norway,June,Bergen,yah,,2019,2019-06-01,Bergen,city,"Bergen, Norway",60.39430550000001,5.3259192
berlin_icon,Berlin,Germany,January,Berlin,icon,,2009,2009-01-01,Berlin,city,"Berlin, Germany",52.517036499999996,13.388859900000002
berlin_icon_2,Berlin,Germany,January,Berlin v.2,icon,,2015,2015-01-01,Berlin,city,"Berlin, Germany",52.517036499999996,13.388859900000002
berlin_rlf,Berlin,Germany,January,Berlin,rlf,,2013,2013-01-01,Berlin,city,"Berlin, Germany",52.517036499999996,13.388859900000002
berlin_rlf_2,Berlin,Germany,November,Berlin Red,rlf,,2013,2013-11-01,Berlin,city,"Berlin, Germany",52.517036499999996,13.388859900000002
berlin_rlf_3,Berlin,Germany,November,Berlin Gold,rlf,,2014,2014-11-01,Berlin,city,"Berlin, Germany",52.517036499999996,13.388859900000002
berlin_rlf_4,Berlin,Germany,November,Berlin Green,rlf,,2015,2015-11-01,Berlin,city,"Berlin, Germany",52.517036499999996,13.388859900000002
berlin_yah,Berlin,Germany,May,Berlin,yah,,2016,2016-05-01,Berlin,city,"Berlin, Germany",52.517036499999996,13.388859900000002
berlin_yaho,Berlin,Germany,October,Berlin,yaho,,2016,2016-10-01,Berlin,city,"Berlin, Germany",52.517036499999996,13.388859900000002
berlin_yahx,Berlin,Germany,October,Berlin,yahx,,2016,2016-10-01,Berlin,city,"Berlin, Germany",52.517036499999996,13.388859900000002
berlin_yahx_2,Berlin,Germany,November,Berlin v.2,yahx,,2017,2017-11-01,Berlin,city,"Berlin, Germany",52.517036499999996,13.388859900000002
berne_icon,Berne,Switzerland,January,Berne,icon,,2009,2009-01-01,Bern,city,"Berne, Switzerland",46.9482713,7.4514512
bielefeld_icon,Bielefeld,Germany,January,Bielefeld,icon,,2011,2011-01-01,Bielefeld,city,"Bielefeld, Germany",52.0191005,8.531007
bilbao_yah,Bilbao,Spain,June,Bilbao,yah,,2019,2019-06-01,Bilbao,city,"Bilbao, Spain",43.2630051,-2.9349915
birmingham_yah,Birmingham,United Kingdom,August,Birmingham,yah,England,2016,2016-08-01,Birmingham,city,"Birmingham, England, United Kingdom",52.47753960000001,-1.894053
bodrum_yah,Bodrum,Turkey,September,Bodrum,yah,,2016,2016-09-01,Bodrum,city,"Bodrum, Turkey",37.06681635,27.4845304318967
bogota_bts,Bogota,Colombia,August,Bogota,bts,,2018,2018-08-01,Bogota,city,"Bogota, Colombia",4.59808,-74.0760439
bolivia_icon,,Bolivia,January,Bolivia,icon,,2015,2015-01-01,,country,Bolivia,-17.056869600000002,-64.9912286
bonn_icon,Bonn,Germany,January,Bonn,icon,,2009,2009-01-01,Bonn,city,"Bonn, Germany",50.735851000000004,7.10066
boracay_icon,Boracay,Philippines,January,Boracay,icon,,2012,2012-01-01,Boracay,city,"Boracay, Philippines",11.9687199,121.923918
boracay_icon_2,Boracay,Philippines,January,Boracay v.2,icon,,2016,2016-01-01,Boracay,city,"Boracay, Philippines",11.9687199,121.923918
boracay_rlf,Boracay,Philippines,January,Boracay,rlf,,2015,2015-01-01,Boracay,city,"Boracay, Philippines",11.9687199,121.923918
boracay_yah,Boracay,Philippines,February,Boracay,yah,,2017,2017-02-01,Boracay,city,"Boracay, Philippines",11.9687199,121.923918
bordeaux_icon,Bordeaux,France,January,Bordeaux,icon,,2015,2015-01-01,Bordeaux,city,"Bordeaux, France",44.841225,-0.5800364
bordeaux_yah,Bordeaux,France,June,Bordeaux,yah,,2019,2019-06-01,Bordeaux,city,"Bordeaux, France",44.841225,-0.5800364
boston_btr1,Boston,United States,May,Boston v.1,bts,Massachusetts,2018,2018-05-01,Boston,city,"Boston, Massachusetts, United States",42.3602534,-71.0582912
boston_bts,Boston,United States,June,Boston v.2,bts,Massachusetts,2018,2018-06-01,Boston,city,"Boston, Massachusetts, United States",42.3602534,-71.0582912
boston_btx,Boston,United States,November,Boston,btx,Massachusetts,2018,2018-11-01,Boston,city,"Boston, Massachusetts, United States",42.3602534,-71.0582912
boston_icon,Boston,United States,January,Boston,icon,Massachusetts,2008,2008-01-01,Boston,city,"Boston, Massachusetts, United States",42.3602534,-71.0582912
boston_rlf,Boston,United States,January,Boston,rlf,Massachusetts,2012,2012-01-01,Boston,city,"Boston, Massachusetts, United States",42.3602534,-71.0582912
boston_yah,Boston,United States,March,Boston,yah,Massachusetts,2013,2013-03-01,Boston,city,"Boston, Massachusetts, United States",42.3602534,-71.0582912
boston_yaho,Boston,United States,August,Boston,yaho,Massachusetts,2016,2016-08-01,Boston,city,"Boston, Massachusetts, United States",42.3602534,-71.0582912
brasil_bts,,Brazil,November,Brasil,bts,,2018,2018-11-01,,country,Brazil,-10.333333300000001,-53.2
brasil_icon,,Brazil,January,Brasil,icon,,2011,2011-01-01,,country,Brazil,-10.333333300000001,-53.2
braunschweig_icon,Brunswick,Germany,January,Braunschweig,icon,,2011,2011-01-01,Braunschweig,city,"Brunswick, Germany",52.26465770000001,10.523606599999999
bremen_icon,Bremen,Germany,January,Bremen,icon,,2009,2009-01-01,Bremen,city,"Bremen, Germany",53.0758196,8.8071646
bremen_yah,Bremen,Germany,July,Bremen,yah,,2019,2019-07-01,Bremen,city,"Bremen, Germany",53.0758196,8.8071646
brisbane_icon,Brisbane,Australia,January,Brisbane,icon,Queensland,2008,2008-01-01,Brisbane,city,"Brisbane, Queensland, Australia",-27.468968199999996,153.02349909999998
brisbane_rlf,Brisbane,Australia,January,Brisbane Green,rlf,,2015,2015-01-01,Brisbane,city,"Brisbane, Australia",-27.468968199999996,153.02349909999998
brisbane_rlf_2,Brisbane,Australia,January,Brisbane,rlf,,2016,2016-01-01,Brisbane,city,"Brisbane, Australia",-27.468968199999996,153.02349909999998
brisbane_rlf_3,Brisbane,Australia,November,Brisbane Green v.2,rlf,,2016,2016-11-01,Brisbane,city,"Brisbane, Australia",-27.468968199999996,153.02349909999998
brisbane_yah,Brisbane,Australia,October,Brisbane,yah,Queensland,2016,2016-10-01,Brisbane,city,"Brisbane, Queensland, Australia",-27.468968199999996,153.02349909999998
british_columbia_bts,,Canada,June,British Columbia,bts,British Columbia,2018,2018-06-01,,state,"British Columbia, Canada",55.001251,-125.00244099999999
brno_icon,Brno,Czech Republic,January,Brno,icon,,2015,2015-01-01,Brno,city,"Brno, Czech Republic",49.1922443,16.6113382
brugge_icon,Brugge,Belgium,January,Brugge,icon,,2013,2013-01-01,Brugge,city,"Brugge, Belgium",51.208552600000004,3.226772
brugge_yah,Brugge,Belgium,April,Brugge,yah,,2019,2019-04-01,Brugge,city,"Brugge, Belgium",51.208552600000004,3.226772
brunei_icon,,Brunei,January,Brunei,icon,,2014,2014-01-01,,country,Brunei,4.4137154999999995,114.5653908
brunei_rlf,,Brunei,January,Brunei,rlf,,2015,2015-01-01,,country,Brunei,4.4137154999999995,114.5653908
brussels_icon,Brussels,Belgium,January,Brussels,icon,,2010,2010-01-01,Brussels,city,"Brussels, Belgium",50.8465573,4.351697
brussels_yah,Brussels,Belgium,December,Brussels,yah,,2016,2016-12-01,Brussels,city,"Brussels, Belgium",50.8465573,4.351697
bucharest_icon,Bucharest,Romania,January,Bucharest,icon,,2009,2009-01-01,Bucharest,city,"Bucharest, Romania",44.4361414,26.1027202
bucharest_yah,Bucharest,Romania,August,Bucharest,yah,,2019,2019-08-01,Bucharest,city,"Bucharest, Romania",44.4361414,26.1027202
budapest_icon,Budapest,Hungary,January,Budapest,icon,,2010,2010-01-01,Budapest,city,"Budapest, Hungary",47.4983815,19.0404707
budapest_yah,Budapest,Hungary,November,Budapest,yah,,2016,2016-11-01,Budapest,city,"Budapest, Hungary",47.4983815,19.0404707
budapest_yah_2,Budapest,Hungary,January,Budapest v.2,yah,,2018,2018-01-01,Budapest,city,"Budapest, Hungary",47.4983815,19.0404707
buenos_aires_bts,Buenos Aires,Argentina,March,Buenos Aires,bts,,2019,2019-03-01,Buenos Aires,city,"Buenos Aires, Argentina",-34.607561600000004,-58.437076
buenos_aires_icon,Buenos Aires,Argentina,January,Buenos Aires,icon,,2010,2010-01-01,Buenos Aires,city,"Buenos Aires, Argentina",-34.607561600000004,-58.437076
bulacan_yah,Bulacan,Philippines,March,Bulacan,yah,,2017,2017-03-01,Bulacan,city,"Bulacan, Philippines",15.0,121.08333300000001
bulgaria_icon,,Bulgaria,January,Bulgaria,icon,,2009,2009-01-01,,country,Bulgaria,42.6073975,25.4856617
bulgaria_yah,,Bulgaria,October,Bulgaria,yah,,2018,2018-10-01,,country,Bulgaria,42.6073975,25.4856617
bulgaria_yaho,,Bulgaria,March,Bulgaria,yaho,,2019,2019-03-01,,country,Bulgaria,42.6073975,25.4856617
busan_rlf,Busan,South Korea,January,Busan,rlf,,2014,2014-01-01,Busan,city,"Busan, South Korea",35.1799528,129.0752365
busan_rlf_2,Busan,South Korea,November,Busan Gold,rlf,,2014,2014-11-01,Busan,city,"Busan, South Korea",35.1799528,129.0752365
caerdydd_yah,Cardiff,United Kingdom,May,Caerdydd,yah,Wales,2017,2017-05-01,Cardiff,city,"Cardiff, Wales, United Kingdom",51.481654600000006,-3.1791934
cagayan_de_oro_icon,Cagayan de Oro,Philippines,January,Cagayan de Oro,icon,,2011,2011-01-01,Cagayan de Oro,city,"Cagayan de Oro, Philippines",8.42980265,124.682410212383
cagayan_de_oro_yah,Cagayan de Oro,Philippines,April,Cagayan de Oro,yah,,2017,2017-04-01,Cagayan de Oro,city,"Cagayan de Oro, Philippines",8.42980265,124.682410212383
cairo_icon,Cairo,Egypt,January,Cairo,icon,,2009,2009-01-01,Cairo,city,"Cairo, Egypt",30.048819,31.243665999999997
calgary_bts,Calgary,Canada,June,Calgary,bts,Alberta,2018,2018-06-01,Calgary,city,"Calgary, Alberta, Canada",51.02532675,-114.049868485806
calgary_icon,Calgary,Canada,January,Calgary,icon,Alberta,2009,2009-01-01,Calgary,city,"Calgary, Alberta, Canada",51.02532675,-114.049868485806
calgary_yah,Calgary,Canada,April,Calgary,yah,Alberta,2013,2013-04-01,Calgary,city,"Calgary, Alberta, Canada",51.02532675,-114.049868485806
calgary_yaho,Calgary,Canada,February,Calgary,yaho,Alberta,2017,2017-02-01,Calgary,city,"Calgary, Alberta, Canada",51.02532675,-114.049868485806
cali_bts,Cali,Colombia,August,Cali,bts,,2018,2018-08-01,Cali,city,"Cali, Colombia",3.4517922999999997,-76.5324943
california_bto,,United States,August,California,bto,California,2018,2018-08-01,,state,"California, United States",36.7014631,-118.75599740000001
california_bts,,United States,March,California,bts,California,2018,2018-03-01,,state,"California, United States",36.7014631,-118.75599740000001
california_btx,,United States,October,California,btx,California,2018,2018-10-01,,state,"California, United States",36.7014631,-118.75599740000001
california_icon,,United States,January,California,icon,California,2009,2009-01-01,,state,"California, United States",36.7014631,-118.75599740000001
california_yah,,United States,March,California,yah,California,2013,2013-03-01,,state,"California, United States",36.7014631,-118.75599740000001
california_yaho,,United States,August,California,yaho,California,2016,2016-08-01,,state,"California, United States",36.7014631,-118.75599740000001
california_yahox,,United States,November,California,yahox,California,2014,2014-11-01,,state,"California, United States",36.7014631,-118.75599740000001
cambodia_icon,,Cambodia,January,Cambodia,icon,,2015,2015-01-01,,country,Cambodia,13.5066394,104.869423
cambodia_yah,,Cambodia,August,Cambodia,yah,,2018,2018-08-01,,country,Cambodia,13.5066394,104.869423
cambodia_yaho,,Cambodia,August,Cambodia,yaho,,2018,2018-08-01,,country,Cambodia,13.5066394,104.869423
cambridge_icon,Cambridge,United Kingdom,January,Cambridge,icon,England,2015,2015-01-01,Cambridge,city,"Cambridge, England, United Kingdom",52.2034823,0.1235817
