id,city,country,month,name,series,state,year,date,cun,location_type,location_path,latitude,longitude
makati_yah,Makati,Philippines,February,Makati,yah,,2017,2017-02-01,Makati City,city,"Makati, Philippines",14.55459465,121.021407905201
malacca_rlf,,Malaysia,January,Malacca,rlf,Malacca,2014,2014-01-01,,state,"Malacca, Malaysia",2.2001524,102.2507207
malaga_icon,Malaga,Spain,January,Málaga,icon,,2015,2015-01-01,Malaga,city,"Malaga, Spain",36.7213028,-4.421636599999999
malaysia_icon,,Malaysia,January,Malaysia,icon,,2008,2008-01-01,,country,Malaysia,4.5693754,102.2656823
malaysia_icon_2,,Malaysia,January,Malaysia v.2,icon,,2017,2017-01-01,,country,Malaysia,4.5693754,102.2656823
malmo_icon,Malmo,Sweden,January,Malmo,icon,,2012,2012-01-01,Malmoe,city,"Malmo, Sweden",55.6052931,13.000156599999999
malta_yah,,Malta,May,Malta,yah,,2019,2019-05-01,,country,Malta,35.888599299999996,14.4476911
malta_yaho,,Malta,May,Malta,yaho,,2019,2019-05-01,,country,Malta,35.888599299999996,14.4476911
manchester_icon,Manchester,United Kingdom,January,Manchester,icon,England,2012,2012-01-01,Manchester,city,"Manchester, England, United Kingdom",53.479489199999996,-2.2451147999999996
manchster_yah,Manchester,United Kingdom,April,Manchester,yah,England,2017,2017-04-01,Manchester,city,"Manchester, England, United Kingdom",53.479489199999996,-2.2451147999999996
manila_icon,Manila,Philippines,January,Manila,icon,,2008,2008-01-01,Manila,city,"Manila, Philippines",14.590621599999999,120.9799696
manila_icon_2,Manila,Philippines,January,Manila v.2,icon,,2013,2013-01-01,Manila,city,"Manila, Philippines",14.590621599999999,120.9799696
manila_rlf,Manila,Philippines,January,Manila,rlf,,2015,2015-01-01,Manila,city,"Manila, Philippines",14.590621599999999,120.9799696
manila_rlf_2,Manila,Philippines,November,Manila Green,rlf,,2015,2015-11-01,Manila,city,"Manila, Philippines",14.590621599999999,120.9799696
manila_rlf_3,Manila,Philippines,November,Manila Silver,rlf,,2016,2016-11-01,Manila,city,"Manila, Philippines",14.590621599999999,120.9799696
manila_yah,Manila,Philippines,February,Manila,yah,,2017,2017-02-01,Manila,city,"Manila, Philippines",14.590621599999999,120.9799696
manila_yahx,Manila,Philippines,October,Manila,yahx,,2017,2017-10-01,Manila,city,"Manila, Philippines",14.590621599999999,120.9799696
manila_yahx_2,Manila,Philippines,November,Manila v.2,yahx,,2018,2018-11-01,Manila,city,"Manila, Philippines",14.590621599999999,120.9799696
manitoba_bts,,Canada,May,Manitoba,bts,Manitoba,2018,2018-05-01,,state,"Manitoba, Canada",55.001251,-97.001038
mannheim_icon,Mannheim,Germany,January,Mannheim,icon,,2011,2011-01-01,Mannheim,city,"Mannheim, Germany",49.489591,8.467236
marbella_yah,Marbella,Spain,June,Marbella,yah,,2019,2019-06-01,Marbella,city,"Marbella, Spain",36.508976000000004,-4.885619999999999
marrakech_yah,Marrakech,Morocco,July,Marrakech,yah,,2017,2017-07-01,Marrakesh,city,"Marrakech, Morocco",31.6258257,-7.9891608
marseille_icon,Marseille,France,January,Marseille,icon,,2010,2010-01-01,Marseille,city,"Marseille, France",43.2961743,5.3699525
marseille_yah,Marseille,France,June,Marseille,yah,,2017,2017-06-01,Marseille,city,"Marseille, France",43.2961743,5.3699525
maryland_bto,,United States,August,Maryland,bto,Maryland,2018,2018-08-01,,state,"Maryland, United States",39.5162234,-76.9382069
maryland_bto_2,,United States,March,Maryland v.2,bto,Maryland,2019,2019-03-01,,state,"Maryland, United States",39.5162234,-76.9382069
maryland_bts,,United States,March,Maryland,bts,Maryland,2018,2018-03-01,,state,"Maryland, United States",39.5162234,-76.9382069
maryland_bts_2,,United States,February,Maryland v.2,bts,Maryland,2019,2019-02-01,,state,"Maryland, United States",39.5162234,-76.9382069
maryland_yah,,United States,October,Maryland,yah,Maryland,2015,2015-10-01,,state,"Maryland, United States",39.5162234,-76.9382069
massachusetts_bto,,United States,August,Massachusetts,bto,Massachusetts,2018,2018-08-01,,state,"Massachusetts, United States",42.3788774,-72.03236600000001
massachusetts_bts,,United States,March,Massachusetts,bts,Massachusetts,2018,2018-03-01,,state,"Massachusetts, United States",42.3788774,-72.03236600000001
maui_bts,,United States,March,Maui,bts,Hawaii,2018,2018-03-01,,state,"Hawaii, United States",21.2160437,-157.975203
mazatlan_bts,Mazatlan,Mexico,February,Mazatlán,bts,Sinaloa,2019,2019-02-01,Mazatlan,city,"Mazatlan, Sinaloa, Mexico",23.231305300000002,-106.41531440000001
medellin_bts,Medellin,Colombia,August,Medellín,bts,,2018,2018-08-01,Medellin,city,"Medellin, Colombia",6.2443382000000005,-75.573553
melbourne_icon,Melbourne,Australia,January,Melbourne,icon,Victoria,2008,2008-01-01,Melbourne,city,"Melbourne, Victoria, Australia",-37.814217600000006,144.9631608
melbourne_rlf,Melbourne,Australia,January,Melbourne Green,rlf,,2015,2015-01-01,Melbourne,city,"Melbourne, Australia",-37.814217600000006,144.9631608
melbourne_rlf_2,Melbourne,Australia,January,Melbourne,rlf,,2016,2016-01-01,Melbourne,city,"Melbourne, Australia",-37.814217600000006,144.9631608
melbourne_rlf_3,Melbourne,Australia,November,Melbourne Green v.2,rlf,,2016,2016-11-01,Melbourne,city,"Melbourne, Australia",-37.814217600000006,144.9631608
melbourne_yah,Melbourne,Australia,October,Melbourne,yah,Victoria,2016,2016-10-01,Melbourne,city,"Melbourne, Victoria, Australia",-37.814217600000006,144.9631608
memphis_icon,Memphis,United States,January,Memphis,icon,Tennessee,2009,2009-01-01,Memphis,city,"Memphis, Tennessee, United States",35.1490215,-90.0516285
memphis_yah,Memphis,United States,March,Memphis,yah,Tennessee,2013,2013-03-01,Memphis,city,"Memphis, Tennessee, United States",35.1490215,-90.0516285
mendoza_bts,Mendoza,Argentina,August,Mendoza,bts,,2018,2018-08-01,Mendoza,city,"Mendoza, Argentina",-32.8897294,-68.8442956
merida_bts,Merida,Mexico,August,Mérida,bts,Yucatan,2018,2018-08-01,Merida,city,"Merida, Yucatan, Mexico",20.967075899999998,-89.6237402
merida_icon,Merida,Mexico,January,Mérida,icon,Yucatan,2010,2010-01-01,Merida,city,"Merida, Yucatan, Mexico",20.967075899999998,-89.6237402
mexico_bts,,Mexico,March,México,bts,,2019,2019-03-01,,country,Mexico,19.4326009,-99.1333416
mexico_icon,,Mexico,January,México,icon,,2010,2010-01-01,,country,Mexico,19.4326009,-99.1333416
miami_bto,Miami,United States,September,Miami,bto,Florida,2018,2018-09-01,Miami,city,"Miami, Florida, United States",25.7742658,-80.1936589
miami_bts,Miami,United States,April,Miami,bts,Florida,2018,2018-04-01,Miami,city,"Miami, Florida, United States",25.7742658,-80.1936589
miami_icon,Miami,United States,January,Miami,icon,Florida,2009,2009-01-01,Miami,city,"Miami, Florida, United States",25.7742658,-80.1936589
miami_yah,Miami,United States,March,Miami,yah,Florida,2013,2013-03-01,Miami,city,"Miami, Florida, United States",25.7742658,-80.1936589
miami_yaho,Miami,United States,August,Miami,yaho,Florida,2016,2016-08-01,Miami,city,"Miami, Florida, United States",25.7742658,-80.1936589
mianyang_icon,Mianyang,China,January,Mianyang,icon,,2015,2015-01-01,Mianyang,city,"Mianyang, China",31.458932,104.750108
mianyang_yah,Mianyang,China,October,Mianyang,yah,,2019,2019-10-01,Mianyang,city,"Mianyang, China",31.458932,104.750108
michigan_bto,,United States,August,Michigan v.1,bto,Michigan,2018,2018-08-01,,state,"Michigan, United States",43.6211955,-84.6824346
michigan_bto_2,,United States,January,Michigan v.2,bto,Michigan,2019,2019-01-01,,state,"Michigan, United States",43.6211955,-84.6824346
michigan_bts,,United States,March,Michigan v.1,bts,Michigan,2018,2018-03-01,,state,"Michigan, United States",43.6211955,-84.6824346
michigan_bts_2,,United States,December,Michigan v.2,bts,Michigan,2018,2018-12-01,,state,"Michigan, United States",43.6211955,-84.6824346
michigan_btx,,United States,November,Michigan,btx,Michigan,2018,2018-11-01,,state,"Michigan, United States",43.6211955,-84.6824346
michigan_yah,,United States,October,Michigan,yah,Michigan,2015,2015-10-01,,state,"Michigan, United States",43.6211955,-84.6824346
michigan_yaho,,United States,August,Michigan,yaho,Michigan,2016,2016-08-01,,state,"Michigan, United States",43.6211955,-84.6824346
milan_yah,Milan,Italy,November,Milan,yah,,2018,2018-11-01,Milan,city,"Milan, Italy",45.4667971,9.1904984
minnesota_bto,,United States,August,Minnesota,bto,Minnesota,2018,2018-08-01,,state,"Minnesota, United States",45.98965870000001,-94.6113288
minnesota_bts,,United States,March,Minnesota,bts,Minnesota,2018,2018-03-01,,state,"Minnesota, United States",45.98965870000001,-94.6113288
mississippi_bto,,United States,September,Mississippi,bto,Mississippi,2018,2018-09-01,,state,"Mississippi, United States",32.9715645,-89.7348497
mississippi_bts,,United States,June,Mississippi,bts,Mississippi,2018,2018-06-01,,state,"Mississippi, United States",32.9715645,-89.7348497
missouri_bto,,United States,August,Missouri,bto,Missouri,2018,2018-08-01,,state,"Missouri, United States",38.7604815,-92.5617875
missouri_bto_2,,United States,March,Missouri v.2,bto,Missouri,2019,2019-03-01,,state,"Missouri, United States",38.7604815,-92.5617875
missouri_bts,,United States,March,Missouri,bts,Missouri,2018,2018-03-01,,state,"Missouri, United States",38.7604815,-92.5617875
monaco_icon,,Monaco,January,Monaco,icon,,2014,2014-01-01,,country,Monaco,43.73844025,7.424247402089031
monaco_yah,,Monaco,May,Monaco,yah,,2019,2019-05-01,,country,Monaco,43.73844025,7.424247402089031
montana_bto,,United States,August,Montana,bto,Montana,2018,2018-08-01,,state,"Montana, United States",47.3752671,-109.63875790000002
montana_btr1,,United States,May,Montana v.1,bts,Montana,2018,2018-05-01,,state,"Montana, United States",47.3752671,-109.63875790000002
montana_bts,,United States,May,Montana v.2,bts,Montana,2018,2018-05-01,,state,"Montana, United States",47.3752671,-109.63875790000002
monterrey_bts,Monterrey,Mexico,January,Monterrey,bts,Neuvo Leon,2019,2019-01-01,Monterrey,city,"Monterrey, Neuvo Leon, Mexico",25.63978365,-100.293101629066
monterrey_icon,Monterrey,Mexico,January,Monterrey,icon,Nuevo Leon,2009,2009-01-01,Monterrey,city,"Monterrey, Nuevo Leon, Mexico",25.63978365,-100.29310162906602
monterrey_icon_2,Monterrey,Mexico,January,Monterrey v.2,icon,Nuevo Leon,2017,2017-01-01,Monterrey,city,"Monterrey, Nuevo Leon, Mexico",25.63978365,-100.29310162906602
montreal_bts,Montreal,Canada,June,Montréal,bts,Quebec,2018,2018-06-01,Montreal,city,"Montreal, Quebec, Canada",45.4972159,-73.61036419999999
montreal_bts_2,Montreal,Canada,November,Montréal v.2,bts,Quebec,2018,2018-11-01,Montreal,city,"Montreal, Quebec, Canada",45.4972159,-73.61036419999999
montreal_icon,Montreal,Canada,January,Montréal,icon,Quebec,2009,2009-01-01,Montreal,city,"Montreal, Quebec, Canada",45.4972159,-73.61036419999999
montreal_yah,Montreal,Canada,April,Montreal,yah,Quebec,2013,2013-04-01,Montreal,city,"Montreal, Quebec, Canada",45.4972159,-73.61036419999999
montreal_yah_2,Montreal,Canada,March,Montréal v.2,yah,Quebec,2016,2016-03-01,Montreal,city,"Montreal, Quebec, Canada",45.4972159,-73.61036419999999
morelia_bts,Morelia,Mexico,January,Morelia,bts,Michoacan,2019,2019-01-01,Morelia,city,"Morelia, Michoacan, Mexico",19.7027116,-101.19238179999999
morelia_icon,Morelia,Mexico,January,Morelia,icon,Michoacan,2016,2016-01-01,Morelia,city,"Morelia, Michoacan, Mexico",19.7027116,-101.19238179999999
morocco_icon,,Morocco,January,Morocco,icon,,2011,2011-01-01,,country,Morocco,31.1728205,-7.3362482
moscow_icon,Moscow,Russia,January,Moscow,icon,,2008,2008-01-01,Moscow,city,"Moscow, Russia",55.7504461,37.6174943
moscow_rlf,Moscow,Russia,January,Moscow,rlf,,2013,2013-01-01,Moscow,city,"Moscow, Russia",55.7504461,37.6174943
moscow_rlf_2,Moscow,Russia,November,Moscow Gold,rlf,,2014,2014-11-01,Moscow,city,"Moscow, Russia",55.7504461,37.6174943
moscow_rlf_3,Moscow,Russia,November,Moscow Green,rlf,,2015,2015-11-01,Moscow,city,"Moscow, Russia",55.7504461,37.6174943
moscow_yah,Moscow,Russia,May,Moscow,yah,,2016,2016-05-01,Moscow,city,"Moscow, Russia",55.7504461,37.6174943
moscow_yahx,Moscow,Russia,October,Moscow,yahx,,2016,2016-10-01,Moscow,city,"Moscow, Russia",55.7504461,37.6174943
moscow_yahx_2,Moscow,Russia,October,Moscow v.2,yahx,,2017,2017-10-01,Moscow,city,"Moscow, Russia",55.7504461,37.6174943
mumbai_yah,Mumbai,India,October,Mumbai,yah,,2017,2017-10-01,Mumbai,city,"Mumbai, India",18.9387711,72.8353355
munich_icon,Munich,Germany,January,München,icon,,2009,2009-01-01,Munich,city,"Munich, Germany",48.1371079,11.575382199999998
munich_yah,Munich,Germany,May,München,yah,,2016,2016-05-01,Munich,city,"Munich, Germany",48.1371079,11.575382199999998
munster_icon,Munster,Germany,January,Münster,icon,,2009,2009-01-01,Muenster,city,"Munster, Germany",51.95013170000001,7.61330165026119
mykonos_icon,Mykonos,Greece,January,Mykonos,icon,,2011,2011-01-01,Mykonos,city,"Mykonos, Greece",37.45142265,25.392309996672395
mykonos_yah,Mykonos,Greece,July,Mykonos,yah,,2017,2017-07-01,Mykonos,city,"Mykonos, Greece",37.45142265,25.392309996672395
naga_icon,Naga,Philippines,January,Naga,icon,,2011,2011-01-01,Naga,city,"Naga, Philippines",13.640319199999999,123.24065104861
namur_icon,Namur,Belgium,January,Namur,icon,,2013,2013-01-01,Namur,city,"Namur, Belgium",50.4665284,4.8661892
nanchang_icon,Nanchang,China,January,Nanchang,icon,,2011,2011-01-01,Nanchang,city,"Nanchang, China",28.6792695,115.8885987
nanchang_yah,Nanchang,China,June,Nanchang,yah,,2018,2018-06-01,Nanchang,city,"Nanchang, China",28.6792695,115.8885987
nanchong_yah,Nanchong,China,November,Nanchong,yah,,2018,2018-11-01,Nanchong,city,"Nanchong, China",30.7955696,106.08355390000001
nanjing_icon,Nanjing,China,January,Nanjing,icon,,2011,2011-01-01,Nanjing,city,"Nanjing, China",32.060973600000004,118.79164579999998
nanjing_rlf,Nanjing,China,January,Nanjing Blue,rlf,,2013,2013-01-01,Nanjing,city,"Nanjing, China",32.060973600000004,118.79164579999998
nanjing_rlf_2,Nanjing,China,November,Nanjing Silver,rlf,,2016,2016-11-01,Nanjing,city,"Nanjing, China",32.060973600000004,118.79164579999998
nanjing_yah,Nanjing,China,September,Nanjing,yah,,2017,2017-09-01,Nanjing,city,"Nanjing, China",32.060973600000004,118.79164579999998
nanjing_yahx,Nanjing,China,November,Nanjing,yahx,,2017,2017-11-01,Nanjing,city,"Nanjing, China",32.060973600000004,118.79164579999998
nanning_icon,Nanning,China,January,Nanning,icon,,2012,2012-01-01,Nanning,city,"Nanning, China",22.821165399999998,108.3159756
nanning_rlf,Nanning,China,November,Nanning Blue,rlf,,2016,2016-11-01,Nanning,city,"Nanning, China",22.821165399999998,108.3159756
nanning_yah,Nanning,China,September,Nanning,yah,,2017,2017-09-01,Nanning,city,"Nanning, China",22.821165399999998,108.3159756
nantes_yah,Nantes,France,May,Nantes,yah,,2016,2016-05-01,Nantes,city,"Nantes, France",47.2186371,-1.5541361999999999
nashville_bts,Nashville,United States,April,Nashville,bts,Tennessee,2018,2018-04-01,Nashville,city,"Nashville, Tennessee, United States",36.1622296,-86.7743531
nashville_icon,Nashville,United States,January,Nashville,icon,Tennessee,2009,2009-01-01,Nashville,city,"Nashville, Tennessee, United States",36.1622296,-86.7743531
nashville_yah,Nashville,United States,April,Nashville,yah,Tennessee,2013,2013-04-01,Nashville,city,"Nashville, Tennessee, United States",36.1622296,-86.7743531
nashville_yaho,Nashville,United States,August,Nashville,yaho,Tennessee,2016,2016-08-01,Nashville,city,"Nashville, Tennessee, United States",36.1622296,-86.7743531
nebraska_bto,,United States,October,Nebraska,bto,Nebraska,2018,2018-10-01,,state,"Nebraska, United States",41.7370229,-99.5873816
nebraska_btr1,,United States,March,Nebraska v.1,bts,Nebraska,2018,2018-03-01,,state,"Nebraska, United States",41.7370229,-99.5873816
nebraska_bts,,United States,March,Nebraska v.2,bts,Nebraska,2018,2018-03-01,,state,"Nebraska, United States",41.7370229,-99.5873816
netherlands_icon,,Netherlands,January,Netherlands,icon,,2010,2010-01-01,,country,Netherlands,52.500169799999995,5.7480820999999995
netherlands_yah,,Netherlands,October,Netherlands,yah,,2017,2017-10-01,,country,Netherlands,52.500169799999995,5.7480820999999995
netherlands_yaho,,Netherlands,April,Netherlands,yaho,,2019,2019-04-01,,country,Netherlands,52.500169799999995,5.7480820999999995
netherlands_yahox,,Netherlands,November,Netherlands,yahox,,2018,2018-11-01,,country,Netherlands,52.500169799999995,5.7480820999999995
netherlands_yahx,,Netherlands,November,Netherlands,yahx,,2018,2018-11-01,,country,Netherlands,52.500169799999995,5.7480820999999995
nevada_bto,,United States,August,Nevada,bto,Nevada,2018,2018-08-01,,state,"Nevada, United States",39.515882500000004,-116.85372269999999
nevada_bts,,United States,March,Nevada,bts,Nevada,2018,2018-03-01,,state,"Nevada, United States",39.515882500000004,-116.85372269999999
new_delhi_yah,New Delhi,India,December,New Delhi,yah,,2017,2017-12-01,New Delhi,city,"New Delhi, India",28.6141793,77.2022662
new_hampshire_bto,,United States,September,New Hampshire,bto,New Hampshire,2018,2018-09-01,,state,"New Hampshire, United States",43.484913299999995,-71.6553992
new_hampshire_bts,,United States,March,New Hampshire,bts,New Hampshire,2018,2018-03-01,,state,"New Hampshire, United States",43.484913299999995,-71.6553992
new_jersey_bto,,United States,August,New Jersey,bto,New Jersey,2018,2018-08-01,,state,"New Jersey, United States",40.0757384,-74.4041622
new_jersey_bts,,United States,March,New Jersey,bts,New Jersey,2018,2018-03-01,,state,"New Jersey, United States",40.0757384,-74.4041622
new_jersey_yah,,United States,July,New Jersey,yah,New Jersey,2015,2015-07-01,,state,"New Jersey, United States",40.0757384,-74.4041622
new_jersey_yaho,,United States,August,New Jersey,yaho,New Jersey,2016,2016-08-01,,state,"New Jersey, United States",40.0757384,-74.4041622
new_mexico_bto,,United States,September,New Mexico,bto,New Mexico,2018,2018-09-01,,state,"New Mexico, United States",34.5708167,-105.993007
new_mexico_bts,,United States,March,New Mexico,bts,New Mexico,2018,2018-03-01,,state,"New Mexico, United States",34.5708167,-105.993007
new_mexico_icon,,United States,January,New Mexico,icon,New Mexico,2009,2009-01-01,,state,"New Mexico, United States",34.5708167,-105.993007
new_mexico_yah,,United States,April,New Mexico,yah,New Mexico,2013,2013-04-01,,state,"New Mexico, United States",34.5708167,-105.993007
new_orleans_bts,New Orleans,United States,April,New Orleans,bts,Louisiana,2018,2018-04-01,New Orleans,city,"New Orleans, Louisiana, United States",29.949932300000004,-90.0701156
new_orleans_icon,New Orleans,United States,January,New Orleans,icon,Louisiana,2008,2008-01-01,New Orleans,city,"New Orleans, Louisiana, United States",29.949932300000004,-90.0701156
new_orleans_yah,New Orleans,United States,April,New Orleans,yah,Louisiana,2013,2013-04-01,New Orleans,city,"New Orleans, Louisiana, United States",29.949932300000004,-90.0701156
new_york_bto,,United States,August,New York,bto,New York,2018,2018-08-01,,state,"New York, United States",40.7127281,-74.0060152
new_york_bts,,United States,March,New York,bts,New York,2018,2018-03-01,,state,"New York, United States",40.7127281,-74.0060152
new_york_btx,,United States,October,New York,btx,New York,2018,2018-10-01,,state,"New York, United States",40.7127281,-74.0060152
new_york_city_bts,New York,United States,April,New York City,bts,New York,2018,2018-04-01,New York City,city,"New York, New York, United States",40.7127281,-74.0060152
new_york_city_rlf,New York City,United States,January,New York City,rlf,New York,2010,2010-01-01,New York City,city,"New York City, New York, United States",40.7127281,-74.0060152
new_york_city_rlf_2,New York City,United States,January,New York City v.2,rlf,New York,2012,2012-01-01,New York City,city,"New York City, New York, United States",40.7127281,-74.0060152
new_york_icon,New York,United States,January,New York,icon,New York,2008,2008-01-01,New York City,city,"New York, New York, United States",40.7127281,-74.0060152
new_york_yah,New York,United States,March,New York,yah,New York,2013,2013-03-01,New York City,city,"New York, New York, United States",40.7127281,-74.0060152
new_york_yaho,New York,United States,August,New York,yaho,New York,2016,2016-08-01,New York City,city,"New York, New York, United States",40.7127281,-74.0060152
new_york_yahox,New York,United States,November,New York,yahox,New York,2014,2014-11-01,New York City,city,"New York, New York, United States",40.7127281,-74.0060152
new_zealand_icon,,New Zealand,January,New Zealand,icon,,2011,2011-01-01,,country,New Zealand,-41.5000831,172.83440769999999
newcastle_upon_tyne_yah,Newcastle Upon Tyne,United Kingdom,August,Newcastle Upon Tyne,yah,England,2017,2017-08-01,Newcastle upon Tyne,city,"Newcastle Upon Tyne, England, United Kingdom",54.97384739999999,-1.6131572
niagara_falls_bto,Niagara Falls,Canada,August,Niagara Falls,bto,Ontario,2018,2018-08-01,Niagara Falls,city,"Niagara Falls, Ontario, Canada",43.100983,-79.11529499999999
niagara_falls_bts,Niagara Falls,Canada,May,Niagara Falls,bts,Ontario,2018,2018-05-01,Niagara Falls,city,"Niagara Falls, Ontario, Canada",43.100983,-79.11529499999999
niagara_falls_icon,Niagara Falls,Canada,January,Niagara Falls,icon,Ontario,2009,2009-01-01,Niagara Falls,city,"Niagara Falls, Ontario, Canada",43.100983,-79.11529499999999
niagara_falls_yah,Niagara Falls,Canada,March,Niagara Falls,yah,Ontario,2013,2013-03-01,Niagara Falls,city,"Niagara Falls, Ontario, Canada",43.100983,-79.11529499999999
nice_icon,Nice,France,January,Nice,icon,,2014,2014-01-01,Nice,city,"Nice, France",43.700935799999996,7.2683912
nice_yah,Nice,France,September,Nice,yah,,2019,2019-09-01,Nice,city,"Nice, France",43.700935799999996,7.2683912
nijmegen_icon,Nijmegen,Netherlands,January,Nijmegen,icon,,2013,2013-01-01,Nijmegen,city,"Nijmegen, Netherlands",51.84257485,5.8389606287482305
nijmegen_icon_2,Nijmegen,Netherlands,January,Nijmegen v.2,icon,,2014,2014-01-01,Nijmegen,city,"Nijmegen, Netherlands",51.84257485,5.8389606287482305
ningbo_icon,Ningbo,China,January,Ningbo,icon,,2011,2011-01-01,Ningbo,city,"Ningbo, China",29.862219399999997,121.62038729999999
ningbo_rlf,Ningbo,China,January,Ningbo Blue,rlf,,2013,2013-01-01,Ningbo,city,"Ningbo, China",29.862219399999997,121.62038729999999
ningbo_yah,Ningbo,China,September,Ningbo,yah,,2017,2017-09-01,Ningbo,city,"Ningbo, China",29.862219399999997,121.62038729999999
north_carolina_bto,,United States,August,North Carolina,bto,North Carolina,2018,2018-08-01,,state,"North Carolina, United States",35.6729639,-79.03929190000001
north_carolina_bts,,United States,March,North Carolina v.1,bts,North Carolina,2018,2018-03-01,,state,"North Carolina, United States",35.6729639,-79.03929190000001
north_carolina_bts_2,,United States,March,North Carolina v.2,bts,North Carolina,2019,2019-03-01,,state,"North Carolina, United States",35.6729639,-79.03929190000001
north_carolina_btx,,United States,November,North Carolina,btx,North Carolina,2018,2018-11-01,,state,"North Carolina, United States",35.6729639,-79.03929190000001
north_carolina_icon,,United States,January,North Carolina,icon,North Carolina,2009,2009-01-01,,state,"North Carolina, United States",35.6729639,-79.03929190000001
north_carolina_yah,,United States,April,North Carolina,yah,North Carolina,2013,2013-04-01,,state,"North Carolina, United States",35.6729639,-79.03929190000001
north_carolina_yaho,,United States,August,North Carolina,yaho,North Carolina,2016,2016-08-01,,state,"North Carolina, United States",35.6729639,-79.03929190000001
north_dakota_bto,,United States,September,North Dakota,bto,North Dakota,2018,2018-09-01,,state,"North Dakota, United States",47.6201461,-100.540737
north_dakota_btr1,,United States,May,North Dakota v.1,bts,North Dakota,2018,2018-05-01,,state,"North Dakota, United States",47.6201461,-100.540737
north_dakota_bts,,United States,May,North Dakota v.2,bts,North Dakota,2018,2018-05-01,,state,"North Dakota, United States",47.6201461,-100.540737
north_island_icon,,New Zealand,January,North Island,icon,,2008,2008-01-01,,country,New Zealand,-41.5000831,172.83440769999999
northern_ireland_icon,,United Kingdom,January,Northern Ireland,icon,Northern Ireland,2010,2010-01-01,,state,"Northern Ireland, United Kingdom",54.62949820000001,-6.7654416
northern_ireland_yah,,United Kingdom,September,Northern Ireland,yah,Northern Ireland,2019,2019-09-01,,state,"Northern Ireland, United Kingdom",54.62949820000001,-6.7654416
norway_icon,,Norway,January,Norway,icon,,2014,2014-01-01,,country,Norway,64.5731537,11.528036439548199
norway_yah,,Norway,May,Norway,yah,,2018,2018-05-01,,country,Norway,64.5731537,11.528036439548199
norway_yahx,,Norway,October,Norway,yahx,,2018,2018-10-01,,country,Norway,64.5731537,11.528036439548199
novosibirsk_icon,Novosibirsk,Russia,January,Novosibirsk,icon,,2014,2014-01-01,Novosibirsk,city,"Novosibirsk, Russia",55.0282171,82.9234509
nuernberg_icon,Nuremberg,Germany,January,Nürnberg,icon,,2009,2009-01-01,Nuernberg,city,"Nuremberg, Germany",49.453872,11.077297999999999
nurnberg_yah,Nuremberg,Germany,November,Nürnberg,yah,,2017,2017-11-01,Nuernberg,city,"Nuremberg, Germany",49.453872,11.077297999999999
oaxaca_bts,Oaxaca,Mexico,March,Oaxaca,bts,Oaxaca,2019,2019-03-01,Oaxaca,city,"Oaxaca, Oaxaca, Mexico",17.0604663,-96.7253575
ohio_bto,,United States,August,Ohio,bto,Ohio,2018,2018-08-01,,state,"Ohio, United States",40.225356899999994,-82.6881395
ohio_bts,,United States,March,Ohio,bts,Ohio,2018,2018-03-01,,state,"Ohio, United States",40.225356899999994,-82.6881395
ohio_btx,,United States,November,Ohio,btx,Ohio,2018,2018-11-01,,state,"Ohio, United States",40.225356899999994,-82.6881395
ohio_icon,,United States,January,Ohio,icon,Ohio,2009,2009-01-01,,state,"Ohio, United States",40.225356899999994,-82.6881395
ohio_yah,,United States,April,Ohio,yah,Ohio,2013,2013-04-01,,state,"Ohio, United States",40.225356899999994,-82.6881395
ohio_yaho,,United States,August,Ohio,yaho,Ohio,2016,2016-08-01,,state,"Ohio, United States",40.225356899999994,-82.6881395
oklahoma_bto,,United States,October,Oklahoma,bto,Oklahoma,2018,2018-10-01,,state,"Oklahoma, United States",34.9550817,-97.2684063
oklahoma_bts,,United States,March,Oklahoma,bts,Oklahoma,2018,2018-03-01,,state,"Oklahoma, United States",34.9550817,-97.2684063
oklahoma_yah,,United States,March,Oklahoma,yah,Oklahoma,2016,2016-03-01,,state,"Oklahoma, United States",34.9550817,-97.2684063
oktoberfest_icon,Munich,Germany,January,Oktoberfest,icon,,2011,2011-01-01,Munich,city,"Munich, Germany",48.1371079,11.575382199999998
oktoberfest_icon_2,Munich,Germany,January,Oktoberfest v.2,icon,,2014,2014-01-01,Munich,city,"Munich, Germany",48.1371079,11.575382199999998
oktoberfest_icon_3,Munich,Germany,January,Oktoberfest v.3,icon,,2015,2015-01-01,Munich,city,"Munich, Germany",48.1371079,11.575382199999998
oktoberfest_icon_4,Munich,Germany,January,Oktoberfest v.4,icon,,2016,2016-01-01,Munich,city,"Munich, Germany",48.1371079,11.575382199999998
oktoberfest_icon_5,Munich,Germany,January,Oktoberfest v.5,icon,,2017,2017-01-01,Munich,city,"Munich, Germany",48.1371079,11.575382199999998
oktoberfest_yah,Munich,Germany,August,Oktoberfest,yah,,2019,2019-08-01,Munich,city,"Munich, Germany",48.1371079,11.575382199999998
oman_icon,,Oman,January,Oman,icon,,2012,2012-01-01,,country,Oman,21.000028699999998,57.00369010000001
oman_yah,,Oman,August,Oman,yah,,2018,2018-08-01,,country,Oman,21.000028699999998,57.00369010000001
ontario_bts,,Canada,June,Ontario v.1,bts,Ontario,2018,2018-06-01,,state,"Ontario, Canada",50.000678,-86.000977
